4 qid:6 1:0.111111111111 2:78 3:16377 4:9.74023943329 # 6_promising
6 qid:6 1:0.166666666667 2:660 3:31551 4:8.00601221976 # 6_bright
2 qid:6 1:0.125 2:1399 3:85543 4:9.63942566863 # 6_positive
1 qid:6 1:0.25 2:8282 3:269904 4:11.910894137 # 6_good
2 qid:7 1:0.25 2:1507 3:91757 4:5.9039464121 # 7_deep
3 qid:7 1:0.142857142857 2:30 3:5820 4:2.96713771776 # 7_vibrant
4 qid:7 1:0.125 2:68 3:2437 4:2.10688330998 # 7_luminous
2 qid:7 1:0.166666666667 2:660 3:31551 4:6.00901303547 # 7_bright
1 qid:7 1:0.2 2:55 3:5529 4:3.37388466697 # 7_vivid
2 qid:7 1:0.142857142857 2:94 3:7116 4:3.38052938295 # 7_shining
3 qid:8 1:0.166666666667 2:5 3:1386 4:0.4903430949 # 8_alight
2 qid:8 1:0.166666666667 2:660 3:31551 4:4.61936144734 # 8_bright
1 qid:8 1:0.142857142857 2:94 3:7116 4:2.4638917275 # 8_shining
5 qid:9 1:0.2 2:324 3:19276 4:3.45657801866 # 9_smart
3 qid:9 1:0.166666666667 2:154 3:5996 4:2.17798470588 # 9_clever
4 qid:9 1:0.0909090909091 2:296 3:17988 4:2.73188446025 # 9_intelligent
1 qid:9 1:0.2 2:7687 3:459199 4:5.32552986651 # 9_great
2 qid:9 1:0.111111111111 2:143 3:15129 4:3.59452724656 # 9_brilliant
6 qid:9 1:0.166666666667 2:660 3:31551 4:4.09128387593 # 9_bright
1 qid:10 1:0.2 2:17953 3:156128 4:6.14143403315 # 10_movie
3 qid:10 1:0.1 2:1993 3:343259 4:5.37556272336 # 10_production
4 qid:10 1:0.142857142857 2:1490 3:63836 4:5.06712454521 # 10_picture
2 qid:10 1:0.25 2:3185 3:863353 4:5.77587401282 # 10_film
3 qid:11 1:0.142857142857 2:1490 3:63836 4:2.98849640811 # 11_picture
1 qid:11 1:0.2 2:17953 3:156128 4:3.56889905099 # 11_movie
2 qid:11 1:0.25 2:3185 3:863353 4:3.53056157542 # 11_film
2 qid:12 1:0.25 2:3185 3:863353 4:7.05542860905 # 12_film
3 qid:12 1:0.142857142857 2:1490 3:63836 4:6.90600573141 # 12_picture
1 qid:12 1:0.2 2:17953 3:156128 4:7.7870786789 # 12_movie
3 qid:13 1:0.142857142857 2:1490 3:63836 4:4.52935936451 # 13_picture
1 qid:13 1:0.2 2:17953 3:156128 4:5.09832041459 # 13_movie
2 qid:13 1:0.25 2:3185 3:863353 4:5.12178496266 # 13_film
2 qid:14 1:0.25 2:3185 3:863353 4:7.86037501058 # 14_film
3 qid:14 1:0.142857142857 2:1490 3:63836 4:7.26326127056 # 14_picture
1 qid:14 1:0.2 2:17953 3:156128 4:7.97229892096 # 14_movie
1 qid:15 1:0.25 2:3185 3:863353 4:4.82230287588 # 15_film
2 qid:15 1:0.2 2:17953 3:156128 4:4.44739367714 # 15_movie
3 qid:15 1:0.142857142857 2:1490 3:63836 4:3.63886213242 # 15_picture
3 qid:16 1:0.142857142857 2:1490 3:63836 4:9.88534504302 # 16_picture
1 qid:16 1:0.2 2:17953 3:156128 4:10.4391441415 # 16_movie
2 qid:16 1:0.25 2:3185 3:863353 4:9.8182238176 # 16_film
4 qid:17 1:0.142857142857 2:1490 3:63836 4:7.78643889873 # 17_picture
1 qid:17 1:0.0909090909091 2:453 3:65233 4:6.29055649267 # 17_documentary
2 qid:17 1:0.25 2:3185 3:863353 4:7.62728964245 # 17_film
3 qid:17 1:0.2 2:17953 3:156128 4:7.57412499695 # 17_movie
3 qid:18 1:0.142857142857 2:1490 3:63836 4:4.00317143703 # 18_picture
2 qid:18 1:0.2 2:17953 3:156128 4:4.17437049087 # 18_movie
1 qid:18 1:0.25 2:3185 3:863353 4:4.52586068159 # 18_film
2 qid:19 1:0.2 2:17953 3:156128 4:7.85890946386 # 19_movie
1 qid:19 1:0.1 2:1993 3:343259 4:7.12500067435 # 19_production
3 qid:19 1:0.25 2:3185 3:863353 4:7.84147857195 # 19_film
4 qid:19 1:0.142857142857 2:1490 3:63836 4:7.30934236272 # 19_picture
1 qid:20 1:0.25 2:5190 3:339497 4:5.43468797419 # 20_take
3 qid:20 1:0.2 2:876 3:71661 4:2.98611903121 # 20_occur
2 qid:20 1:0.166666666667 2:1476 3:20486 4:4.19465374128 # 20_happen
3 qid:21 1:0.04 2:0 3:0 4:0 # 21_experiment in their roles
1 qid:21 1:0.25 2:5190 3:339497 4:7.67890509848 # 21_take
2 qid:21 1:0.25 2:800 3:74391 4:5.07687717303 # 21_risk
1 qid:22 1:0.25 2:5190 3:339497 4:3.00677757745 # 22_take
2 qid:22 1:0.5 2:62443 3:3384918 4:2.68732032099 # 22_be
3 qid:22 1:0.25 2:7258 3:480574 4:2.48955764438 # 22_last
4 qid:22 1:0.1 2:0 3:0 4:0 # 22_engage for
3 qid:23 1:0.166666666667 2:141 3:15176 4:3.58475823381 # 23_occupy
2 qid:23 1:0.25 2:7258 3:480574 4:10.3511316137 # 23_last
1 qid:23 1:0.25 2:5190 3:339497 4:10.3659366171 # 23_take
2 qid:24 1:0.125 2:650 3:46170 4:5.84884434464 # 24_consider
1 qid:24 1:0.0909090909091 2:0 3:0 4:0 # 24_think about
3 qid:24 1:0.166666666667 2:567 3:43093 4:5.2091441493 # 24_accept
4 qid:24 1:0.142857142857 2:7122 3:436964 4:5.55078384509 # 24_include
2 qid:24 1:0.25 2:5190 3:339497 4:6.55123081783 # 24_take
5 qid:25 1:0.125 2:48 3:3941 4:2.91127828245 # 25_tolerate
3 qid:25 1:0.25 2:800 3:74391 4:5.82407529389 # 25_risk
3 qid:25 1:0.142857142857 2:122 3:11562 4:2.61028539299 # 25_undergo
4 qid:25 1:0.166666666667 2:567 3:43093 4:5.01546733802 # 25_accept
1 qid:25 1:0.25 2:5190 3:339497 4:7.21986692141 # 25_take
2 qid:25 1:0.333333333333 2:3432 3:320811 4:5.36623175315 # 25_run
1 qid:26 1:0.333333333333 2:8870 3:229934 4:7.80850207722 # 26_get
2 qid:26 1:0.25 2:5190 3:339497 4:8.08748457496 # 26_take
4 qid:26 1:0.2 2:40 3:4181 4:2.4476567793 # 26_grasp
4 qid:26 1:0.142857142857 2:356 3:21621 4:4.12189437262 # 26_collect
5 qid:26 1:0.166666666667 2:215 3:15099 4:3.62407255183 # 26_gather
3 qid:26 1:0.142857142857 2:0 3:0 4:0 # 26_pick up
2 qid:27 1:0.25 2:5190 3:339497 4:6.81430182445 # 27_take
1 qid:27 1:0.25 2:1872 3:48719 4:4.61941617078 # 27_grow
3 qid:27 1:0.0625 2:0 3:0 4:0 # 27_establish itself
2 qid:28 1:0.166666666667 2:1476 3:20486 4:6.78935068121 # 28_happen
3 qid:28 1:0.2 2:876 3:71661 4:5.3301278237 # 28_occur
1 qid:28 1:0.25 2:5190 3:339497 4:9.5037887735 # 28_take
4 qid:29 1:0.2 2:801 3:69940 4:4.67330209913 # 29_begin
2 qid:29 1:0.2 2:3295 3:170060 4:5.40838558407 # 29_start
3 qid:29 1:0.166666666667 2:173 3:17476 4:4.71729084979 # 29_assume
1 qid:29 1:0.25 2:5190 3:339497 4:6.40900145897 # 29_take
6 qid:30 1:0.0833333333333 2:4 3:220 4:0.143611271749 # 30_constricting
4 qid:30 1:0.0769230769231 2:68 3:4958 4:1.72414064764 # 30_uncomfortable
5 qid:30 1:0.0769230769231 2:0 3:0 4:-0.865218796908 # 30_close-fitting
1 qid:30 1:0.2 2:185 3:19310 4:2.76743556267 # 30_tight
7 qid:30 1:0.0909090909091 2:4 3:689 4:0.315686967273 # 30_constricted
2 qid:30 1:0.2 2:10055 3:532979 4:2.40352028901 # 30_small
3 qid:30 1:0.111111111111 2:0 3:0 4:0 # 30_too small
3 qid:31 1:0.0909090909091 2:4 3:689 4:0.0349197646363 # 31_constricted
4 qid:31 1:0.0909090909091 2:5 3:634 4:-0.525697381898 # 31_pressurised
2 qid:31 1:0.333333333333 2:2802 3:223912 4:4.01702251876 # 31_low
5 qid:31 1:0.0909090909091 2:0 3:0 4:-2.2554294456 # 31_high-strung
1 qid:31 1:0.2 2:185 3:19310 4:3.49393247088 # 31_tight
1 qid:32 1:0.05 2:0 3:0 4:0 # 32_not easily available
3 qid:32 1:0.166666666667 2:29 3:4924 4:4.24032196873 # 32_sparse
4 qid:32 1:0.2 2:185 3:19310 4:12.3802541928 # 32_tight
2 qid:32 1:0.166666666667 2:62 3:6188 4:8.32554997695 # 32_scarce
5 qid:32 1:0.0909090909091 2:4 3:689 4:-1.43960363045 # 32_constricted
1 qid:33 1:0.166666666667 2:62 3:6188 4:1.53268876523 # 33_scarce
3 qid:33 1:0.05 2:0 3:0 4:0 # 33_not easily available
4 qid:33 1:0.2 2:3360 3:218432 4:2.68112705117 # 33_close
4 qid:33 1:0.0909090909091 2:4 3:689 4:0.385222706414 # 33_constricted
2 qid:33 1:0.2 2:185 3:19310 4:2.77415713478 # 33_tight
3 qid:34 1:0.0769230769231 2:0 3:0 4:-2.04160428167 # 34_close-fitting
5 qid:34 1:0.0909090909091 2:4 3:689 4:0.780389250169 # 34_constricted
4 qid:34 1:0.1 2:235 3:31939 4:3.65918510143 # 34_restricted
5 qid:34 1:0.142857142857 2:14 3:1607 4:3.58391685404 # 34_cramped
1 qid:34 1:0.111111111111 2:0 3:0 4:0 # 34_too small
2 qid:34 1:0.2 2:185 3:19310 4:4.92824567538 # 34_tight
2 qid:35 1:0.166666666667 2:72 3:10056 4:4.82186818611 # 35_firmly
3 qid:35 1:0.2 2:3360 3:218432 4:9.10277036641 # 35_close
1 qid:35 1:0.2 2:185 3:19310 4:7.29374518366 # 35_tight
4 qid:35 1:0.142857142857 2:790 3:63050 4:6.34482014827 # 35_closely
1 qid:36 1:0.0769230769231 2:68 3:4958 4:1.62541501568 # 36_uncomfortable
5 qid:36 1:0.0909090909091 2:4 3:689 4:0.49962754436 # 36_constricted
2 qid:36 1:0.2 2:185 3:19310 4:2.08562179878 # 36_tight
4 qid:36 1:0.1 2:86 3:8196 4:1.06415164781 # 36_compressed
3 qid:36 1:0.111111111111 2:173 3:8864 4:1.76501770891 # 36_stretched
2 qid:37 1:0.166666666667 2:72 3:10056 4:1.40123978947 # 37_firmly
3 qid:37 1:0.2 2:185 3:19310 4:2.56729571955 # 37_tight
2 qid:37 1:0.166666666667 2:288 3:40894 4:2.07638705057 # 37_secure
1 qid:37 1:0.125 2:21 3:1822 4:0.627021849091 # 37_securely
4 qid:38 1:0.25 2:6685 3:423621 4:4.01919794196 # 38_near
2 qid:38 1:0.125 2:0 3:0 4:0 # 38_close to
6 qid:38 1:0.111111111111 2:0 3:0 4:0 # 38_on top of
5 qid:38 1:0.2 2:185 3:19310 4:5.067688729 # 38_tight
1 qid:38 1:0.2 2:3360 3:218432 4:5.83497957628 # 38_close
3 qid:38 1:0.125 2:0 3:0 4:0 # 38_close by
2 qid:39 1:0.2 2:185 3:19310 4:2.3808075088 # 39_tight
4 qid:39 1:0.111111111111 2:29 3:4142 4:1.18193625219 # 39_pressured
3 qid:39 1:0.2 2:3360 3:218432 4:2.47829980073 # 39_close
6 qid:39 1:0.0909090909091 2:4 3:689 4:0.312282259751 # 39_constricted
1 qid:39 1:0.333333333333 2:2802 3:223912 4:2.16998704525 # 39_low
5 qid:39 1:0.1 2:235 3:31939 4:1.63015143337 # 39_restricted
5 qid:40 1:0.0909090909091 2:15 3:3789 4:0.317795951962 # 40_obstruction
3 qid:40 1:0.333333333333 2:883 3:94984 4:2.05608080372 # 40_bar
6 qid:40 1:0.166666666667 2:16 3:2661 4:0.495196738863 # 40_hurdle
2 qid:40 1:0.142857142857 2:294 3:18705 4:0.959589122704 # 40_barrier
4 qid:40 1:0.166666666667 2:73 3:11563 4:0.610897117069 # 40_marker
1 qid:40 1:0.2 2:3415 3:329703 4:1.83035796324 # 40_level
6 qid:40 1:0.25 2:667 3:31021 4:0.917742383223 # 40_pole
2 qid:41 1:0.111111111111 2:4 3:465 4:0.79608900167 # 41_handlebar
1 qid:41 1:0.333333333333 2:883 3:94984 4:5.89777812374 # 41_bar
4 qid:42 1:0.0714285714286 2:0 3:0 4:0 # 42_drinking house
5 qid:42 1:0.125 2:1 3:181 4:-1.95930537951 # 42_hostelry
3 qid:42 1:0.166666666667 2:54 3:6982 4:1.3518474811 # 42_saloon
1 qid:42 1:0.333333333333 2:883 3:94984 4:4.56777840556 # 42_bar
2 qid:42 1:0.333333333333 2:99 3:17229 4:2.24193666429 # 42_pub
4 qid:43 1:0.111111111111 2:64 3:7448 4:3.67522308016 # 43_exclusion
3 qid:43 1:0.0909090909091 2:100 3:11957 4:3.66778279952 # 43_prohibition
1 qid:43 1:0.0909090909091 2:70 3:8436 4:3.7903997789 # 43_restriction
5 qid:43 1:0.333333333333 2:883 3:94984 4:6.27114564769 # 43_bar
2 qid:43 1:0.333333333333 2:472 3:30635 4:6.14246176173 # 43_ban
3 qid:44 1:0.2 2:91 3:3883 4:1.4943588325 # 44_snack
5 qid:44 1:0.25 2:25 3:4552 4:0.654453044543 # 44_slab
1 qid:44 1:0.333333333333 2:883 3:94984 4:2.01894626405 # 44_bar
4 qid:44 1:0.2 2:1466 3:86989 4:1.18279384191 # 44_block
2 qid:44 1:0.142857142857 2:39 3:2375 4:0.666288033855 # 44_biscuit
1 qid:45 1:0.333333333333 2:883 3:94984 4:3.31975465179 # 45_bar
4 qid:45 1:0.166666666667 2:129 3:17596 4:1.81760538298 # 45_banner
3 qid:45 1:0.111111111111 2:65 3:7649 4:1.53378589454 # 45_indicator
2 qid:45 1:0.25 2:134 3:9222 4:1.88421516706 # 45_menu
5 qid:46 1:0.111111111111 2:92 3:9587 4:2.05775208384 # 46_apparatus
1 qid:46 1:0.333333333333 2:883 3:94984 4:5.77426388403 # 46_bar
2 qid:46 1:0.25 2:667 3:31021 4:3.37485327644 # 46_pole
3 qid:46 1:0.333333333333 2:325 3:20141 4:2.25284309014 # 46_rod
4 qid:46 1:0.125 2:9 3:1237 4:2.27969718171 # 46_crossbar
4 qid:46 1:0.2 2:3034 3:115938 4:3.83428733961 # 46_metal
3 qid:47 1:0.166666666667 2:54 3:6982 4:1.96742939046 # 47_saloon
1 qid:47 1:0.333333333333 2:883 3:94984 4:6.60249627193 # 47_bar
2 qid:47 1:0.333333333333 2:99 3:17229 4:3.89812963837 # 47_pub
4 qid:48 1:0.0666666666667 2:0 3:0 4:0 # 48_drinking lounge
3 qid:48 1:0.333333333333 2:99 3:17229 4:2.65197593441 # 48_pub
1 qid:48 1:0.166666666667 2:59 3:10029 4:2.51758944899 # 48_lounge
2 qid:48 1:0.333333333333 2:883 3:94984 4:4.31602538196 # 48_bar
3 qid:49 1:0.125 2:7 3:1055 4:0.41967580367 # 49_obstruct
4 qid:49 1:0.142857142857 2:53 3:5047 4:3.39346650679 # 49_exclude
5 qid:49 1:0.333333333333 2:883 3:94984 4:4.23354269994 # 49_bar
1 qid:49 1:0.142857142857 2:943 3:74141 4:5.47942121585 # 49_prevent
2 qid:49 1:0.2 2:1466 3:86989 4:4.82110600703 # 49_block
2 qid:50 1:0.125 2:19 3:1764 4:0.371261745137 # 50_crucifix
1 qid:50 1:0.2 2:2043 3:190894 4:5.64328064373 # 50_cross
2 qid:51 1:0.142857142857 2:0 3:0 4:0 # 51_x shape
4 qid:51 1:0.0454545454545 2:0 3:0 4:0 # 51_two intersecting lines
1 qid:51 1:0.2 2:2043 3:190894 4:2.91995512971 # 51_cross
3 qid:51 1:0.125 2:19 3:1764 4:0.716448660174 # 51_crucifix
2 qid:52 1:0.2 2:2043 3:190894 4:4.8503852039 # 52_cross
4 qid:52 1:0.0454545454545 2:0 3:0 4:0 # 52_two intersecting lines
3 qid:52 1:0.125 2:19 3:1764 4:1.10987478817 # 52_crucifix
1 qid:52 1:1.0 2:3106 3:174823 4:2.11075643504 # 52_x
2 qid:53 1:0.166666666667 2:202 3:22677 4:1.87965616834 # 53_hybrid
3 qid:53 1:0.111111111111 2:0 3:0 4:0 # 53_hybrid of
3 qid:53 1:0.2 2:2043 3:190894 4:2.74288351688 # 53_cross
1 qid:53 1:0.1 2:0 3:0 4:0 # 53_mixture of
1 qid:54 1:0.125 2:19 3:1764 4:0.296851740829 # 54_crucifix
2 qid:54 1:0.2 2:2043 3:190894 4:3.99237784597 # 54_cross
1 qid:55 1:0.125 2:19 3:1764 4:0.517100317546 # 55_crucifix
2 qid:55 1:0.2 2:2043 3:190894 4:6.45649701454 # 55_cross
1 qid:56 1:0.2 2:2043 3:190894 4:4.42103457056 # 56_cross
2 qid:56 1:0.125 2:19 3:1764 4:0.943641103412 # 56_crucifix
1 qid:57 1:0.2 2:2043 3:190894 4:5.92176691284 # 57_cross
5 qid:57 1:0.0625 2:0 3:0 4:0 # 57_right angled cut
4 qid:57 1:0.1 2:40 3:6392 4:0.199151205291 # 57_transverse
2 qid:57 1:0.142857142857 2:194 3:35985 4:3.97309927675 # 57_segment
3 qid:57 1:0.125 2:658 3:52561 4:3.8004043288 # 57_sequence
1 qid:58 1:0.142857142857 2:580 3:25988 4:4.91664004423 # 58_mixture
4 qid:58 1:0.2 2:2043 3:190894 4:7.878928153 # 58_cross
3 qid:58 1:0.0714285714286 2:0 3:0 4:0 # 58_typical sample
2 qid:58 1:0.166666666667 2:463 3:29365 4:5.27042112656 # 58_sample
4 qid:58 1:0.047619047619 2:0 3:0 4:0 # 58_representative sample
1 qid:59 1:0.2 2:762 3:19795 4:5.53526446271 # 59_angry
4 qid:59 1:0.2 2:3 3:677 4:0.450998837317 # 59_irate
2 qid:59 1:0.142857142857 2:60 3:3548 4:2.42715413538 # 59_annoyed
5 qid:59 1:0.2 2:2043 3:190894 4:6.66861490282 # 59_cross
3 qid:59 1:0.111111111111 2:21 3:1689 4:1.59174565525 # 59_irritated
1 qid:60 1:0.1 2:1858 3:258491 4:8.23673187048 # 60_eventually
3 qid:60 1:0.1 2:202 3:68855 4:6.96258727443 # 60_ultimately
4 qid:60 1:0.142857142857 2:0 3:0 4:0 # 60_at last
2 qid:60 1:0.142857142857 2:1601 3:171692 4:8.5510228334 # 60_finally
3 qid:61 1:0.166666666667 2:78 3:4255 4:2.20193189789 # 61_lastly
1 qid:61 1:0.142857142857 2:1601 3:171692 4:8.92077314588 # 61_finally
2 qid:61 1:0.0769230769231 2:0 3:0 4:0 # 61_in conclusion
3 qid:62 1:0.0833333333333 2:0 3:0 4:0 # 62_at long last
1 qid:62 1:0.142857142857 2:1601 3:171692 4:9.15039872464 # 62_finally
2 qid:62 1:0.142857142857 2:0 3:0 4:0 # 62_at last
4 qid:62 1:0.1 2:1858 3:258491 4:8.39369022583 # 62_eventually
2 qid:63 1:0.1 2:1858 3:258491 4:4.01991225021 # 63_eventually
3 qid:63 1:0.0909090909091 2:0 3:0 4:0 # 63_to conclude
1 qid:63 1:0.142857142857 2:1601 3:171692 4:4.24096364128 # 63_finally
3 qid:63 1:0.166666666667 2:78 3:4255 4:0.52486598222 # 63_lastly
2 qid:63 1:0.0769230769231 2:0 3:0 4:0 # 63_in conclusion
3 qid:64 1:0.166666666667 2:78 3:4255 4:0.743901776032 # 64_lastly
2 qid:64 1:0.25 2:56715 3:3330498 4:17.0360614911 # 64_also
1 qid:64 1:0.142857142857 2:1601 3:171692 4:15.1452328955 # 64_finally
3 qid:65 1:0.1 2:1858 3:258491 4:10.1240625671 # 65_eventually
3 qid:65 1:0.142857142857 2:0 3:0 4:0 # 65_at last
2 qid:65 1:0.166666666667 2:78 3:4255 4:0.932894060818 # 65_lastly
1 qid:65 1:0.142857142857 2:1601 3:171692 4:10.2644316407 # 65_finally
2 qid:66 1:0.1 2:1858 3:258491 4:6.66191530551 # 66_eventually
1 qid:66 1:0.142857142857 2:1601 3:171692 4:6.72974439207 # 66_finally
3 qid:66 1:0.142857142857 2:0 3:0 4:0 # 66_at last
2 qid:67 1:0.142857142857 2:0 3:0 4:0 # 67_at last
3 qid:67 1:0.1 2:1858 3:258491 4:8.17278760341 # 67_eventually
4 qid:67 1:0.166666666667 2:78 3:4255 4:1.73679361766 # 67_lastly
1 qid:67 1:0.142857142857 2:1601 3:171692 4:7.13615803511 # 67_finally
3 qid:68 1:0.0909090909091 2:0 3:0 4:0 # 68_last of all
2 qid:68 1:0.166666666667 2:78 3:4255 4:1.9864963418 # 68_lastly
1 qid:68 1:0.0769230769231 2:0 3:0 4:0 # 68_in conclusion
3 qid:68 1:0.142857142857 2:1601 3:171692 4:4.80623511328 # 68_finally
1 qid:69 1:0.142857142857 2:1601 3:171692 4:5.11991585782 # 69_finally
2 qid:69 1:0.166666666667 2:78 3:4255 4:0.592266255722 # 69_lastly
4 qid:70 1:0.2 2:1172 3:69673 4:4.27405924686 # 70_exist
2 qid:70 1:0.142857142857 2:2406 3:302802 4:4.74973565087 # 70_present
5 qid:70 1:0.166666666667 2:205 3:13254 4:2.7218955682 # 70_detect
3 qid:70 1:0.125 2:239 3:24114 4:2.49001196157 # 70_discover
1 qid:70 1:0.25 2:3761 3:166659 4:4.55200037211 # 70_find
6 qid:70 1:0.142857142857 2:50 3:16240 4:2.78793383502 # 70_evident
3 qid:71 1:0.25 2:3761 3:166659 4:6.36485131881 # 71_find
4 qid:71 1:0.125 2:239 3:24114 4:3.88023774448 # 71_discover
1 qid:71 1:0.25 2:1441 3:48002 4:5.17794949549 # 71_feel
2 qid:71 1:0.142857142857 2:48 3:4237 4:2.99933634235 # 71_realise
5 qid:72 1:0.125 2:239 3:24114 4:8.38419458806 # 72_discover
3 qid:72 1:0.142857142857 2:2591 3:75886 4:13.1385576956 # 72_believe
2 qid:72 1:0.2 2:4931 3:66837 4:14.2596159622 # 72_think
4 qid:72 1:0.25 2:861 3:77625 4:11.2322267483 # 72_felt
1 qid:72 1:0.25 2:3761 3:166659 4:14.750717571 # 72_find
2 qid:73 1:0.25 2:3761 3:166659 4:5.05814954325 # 73_find
4 qid:73 1:0.125 2:239 3:24114 4:3.32820007536 # 73_discover
1 qid:73 1:0.125 2:0 3:0 4:0 # 73_look for
5 qid:73 1:0.166666666667 2:75 3:10768 4:2.37628468426 # 73_locate
3 qid:73 1:0.25 2:252 3:38480 4:3.51322878161 # 73_seek
1 qid:74 1:0.25 2:3761 3:166659 4:3.33678202353 # 74_find
3 qid:74 1:0.0769230769231 2:0 3:0 4:0 # 74_recognised as
3 qid:74 1:0.142857142857 2:2591 3:75886 4:3.28334434756 # 74_believe
2 qid:74 1:0.333333333333 2:6630 3:341496 4:3.10611360474 # 74_see
4 qid:74 1:0.25 2:9203 3:550155 4:2.91827783787 # 74_show
5 qid:74 1:0.125 2:239 3:24114 4:1.77374410564 # 74_discover
4 qid:75 1:0.166666666667 2:75 3:10768 4:6.38167076842 # 75_locate
4 qid:75 1:0.125 2:239 3:24114 4:6.85883008118 # 75_discover
1 qid:75 1:0.333333333333 2:922 3:41582 4:9.73611651896 # 75_buy
3 qid:75 1:0.25 2:3761 3:166659 4:12.4344119358 # 75_find
2 qid:75 1:0.333333333333 2:8870 3:229934 4:12.376845206 # 75_get
2 qid:76 1:0.125 2:0 3:0 4:0 # 76_look for
5 qid:76 1:0.166666666667 2:63 3:2115 4:1.09601508425 # 76_invent
6 qid:76 1:0.125 2:239 3:24114 4:2.05986188994 # 76_discover
4 qid:76 1:0.166666666667 2:160 3:38199 4:2.17024176734 # 76_obtain
2 qid:76 1:0.333333333333 2:8870 3:229934 4:3.97419872098 # 76_get
1 qid:76 1:0.25 2:3761 3:166659 4:4.06278209323 # 76_find
3 qid:76 1:0.2 2:2281 3:69983 4:2.79252852516 # 76_write
7 qid:76 1:0.166666666667 2:75 3:10768 4:1.49759755655 # 76_locate
1 qid:77 1:0.2 2:4931 3:66837 4:4.25262975132 # 77_think
4 qid:77 1:0.142857142857 2:2591 3:75886 4:3.98223383332 # 77_believe
5 qid:77 1:0.125 2:650 3:46170 4:3.61638105415 # 77_consider
7 qid:77 1:0.1 2:0 3:0 4:0 # 77_realise is
2 qid:77 1:0.25 2:3761 3:166659 4:4.16804533286 # 77_find
3 qid:77 1:0.166666666667 2:0 3:0 4:0 # 77_see as
6 qid:77 1:0.25 2:1441 3:48002 4:3.60576698035 # 77_feel
8 qid:77 1:0.0909090909091 2:0 3:0 4:0 # 77_perceive as
3 qid:78 1:0.111111111111 2:218 3:6883 4:2.85748622199 # 78_calculate
4 qid:78 1:0.125 2:239 3:24114 4:2.96157389577 # 78_discover
1 qid:78 1:0.25 2:3761 3:166659 4:5.7339629998 # 78_find
5 qid:78 1:0.166666666667 2:75 3:10768 4:2.69739814965 # 78_locate
2 qid:78 1:0.111111111111 2:374 3:49246 4:4.85278613883 # 78_determine
6 qid:78 1:0.111111111111 2:4 3:2151 4:0.982082300422 # 78_ascertain
1 qid:79 1:0.25 2:3761 3:166659 4:7.01113305629 # 79_find
2 qid:79 1:0.125 2:239 3:24114 4:4.06912798921 # 79_discover
1 qid:80 1:0.25 2:310 3:14718 4:2.68017845862 # 80_cure
